,OBJECTID,equipamien,x,y,identifica,codvia,numportal,telefono,geo_shape,geo_point_2d,grupo,geo_shape_2d,icono
18,23743,CIMA. FEDERACIÓN DE ASOCIACIONES DE CIUDADANOS MAYORES DE LA COMUNIDAD VALENCIANA,725491.175,4373216.682,10198,65790,27,963925251.0,"{""coordinates"": [-0.37833506376735837, 39.479013658691], ""type"": ""Point""}","39.479013658691, -0.37833506376735837",mayores,"[39.479013658691, -0.37833506376735837]",pills
19,23751,RESIDENCIA Y CENTRO DE DÍA PARA PERSONAS MAYORES DEPENDIENTES FORTUNY VALENCIA,726156.034,4373394.581,9669,30420,6,963611300.0,"{""coordinates"": [-0.37055239232568943, 39.48044046689964], ""type"": ""Point""}","39.48044046689964, -0.37055239232568943",mayores,"[39.48044046689964, -0.37055239232568943]",pills
20,23753,RESIDENCIA Y CENTRO DE DÍA PARA PERSONAS MAYORES DEPENDIENTES JARDINES DEL PALAU,726734.576,4371969.168,9670,19920,56,963162300.0,"{""coordinates"": [-0.364317050777059, 39.46745797906119], ""type"": ""Point""}","39.46745797906119, -0.364317050777059",mayores,"[39.46745797906119, -0.364317050777059]",pills
21,23807,CLUB DE JUBILADOS Y PENSIONISTAS GASPAR AGUILAR-LA ZAFRANERA,724395.729,4370146.358,3502,51840,14,963780279.0,"{""coordinates"": [-0.3920912835946674, 39.451663183796505], ""type"": ""Point""}","39.451663183796505, -0.3920912835946674",mayores,"[39.451663183796505, -0.3920912835946674]",pills
22,23808,CENTRO SOCIO-SANITARIO NUESTRA SEÑORA DEL CARMEN,730063.823,4372803.839,3469,29190,156,963712211.0,"{""coordinates"": [-0.32536752864538754, 39.474087397171154], ""type"": ""Point""}","39.474087397171154, -0.32536752864538754",mayores,"[39.474087397171154, -0.32536752864538754]",pills
24,24011,ASOCIACIÓN DE FUNCIONARIOS JUBILADOS Y PENSIONISTAS DEL AYUNTAMIENTO DE VALENCIA,725635.067,4372196.198,1411,17760,1,962081040.0,"{""coordinates"": [-0.3770089609128252, 39.469790403967295], ""type"": ""Point""}","39.469790403967295, -0.3770089609128252",mayores,"[39.469790403967295, -0.3770089609128252]",pills
25,24017,RESIDENCIA PERSONAS MAYORES DEPENDIENTES COMUNIDAD DE VALENCIA PESET,724648.585,4374319.659,9667,53640,130,963173094.0,"{""coordinates"": [-0.3877501770427523, 39.489162184224774], ""type"": ""Point""}","39.489162184224774, -0.3877501770427523",mayores,"[39.489162184224774, -0.3877501770427523]",pills
26,23603,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES GRAU-PORT,728882.57691425,4371193.13686,7838,47670,81012,962087381.0,"{""coordinates"": [-0.3396388170591949, 39.459904583696485], ""type"": ""Point""}","39.459904583696485, -0.3396388170591949",mayores,"[39.459904583696485, -0.3396388170591949]",pills
27,23605,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES MARCHALENES,725467.39126377,4374219.22927225,3452,60240,S/N,963486461.0,"{""coordinates"": [-0.380002500202514, 39.48705000038275], ""type"": ""Point""}","39.48705000038275, -0.380002500202514",mayores,"[39.48705000038275, -0.380002500202514]",pills
28,23606,CENTRO DE DÍA MUNICIPAL PARA PERSONAS MAYORES DEPENDIENTES TRES FORQUES,723877.96877885,4371477.24971926,7819,73950,87,962061992.0,"{""coordinates"": [-0.39765648650145885, 39.46377771655338], ""type"": ""Point""}","39.46377771655338, -0.39765648650145885",mayores,"[39.46377771655338, -0.39765648650145885]",pills
29,24064,DEFENSORA DE LAS PERSONAS MAYORES,726805.82926653,4372793.79726617,3713,60630,s/n,962082510.0,"{""coordinates"": [-0.3632092307894967, 39.47486175069542], ""type"": ""Point""}","39.47486175069542, -0.3632092307894967",mayores,"[39.47486175069542, -0.3632092307894967]",pills
30,24104,ASOCIACIÓN HOGARES COMPARTIDOS,723155.311,4372297.908,9859,6330,2,608224866.0,"{""coordinates"": [-0.40577406035015334, 39.47135238199575], ""type"": ""Point""}","39.47135238199575, -0.40577406035015334",mayores,"[39.47135238199575, -0.40577406035015334]",pills
31,24112,ASOCIACIÓN DE JUBILADOS Y PENSIONISTAS SAN JUAN DE DIOS DEL COLEGIO DE ENFERMERÍA VALENCIA,727566.4,4372874.147,1413,900,64,963937015.0,"{""coordinates"": [-0.35434842641478786, 39.47538420732277], ""type"": ""Point""}","39.47538420732277, -0.35434842641478786",mayores,"[39.47538420732277, -0.35434842641478786]",pills
32,24172,CLUB DE JUBILADOS Y PENSIONISTA DEHESA-FUENTE SAN LUIS,726551.988,4369218.687,3499,6960,7,963332873.0,"{""coordinates"": [-0.3673707598151365, 39.44274865444781], ""type"": ""Point""}","39.44274865444781, -0.3673707598151365",mayores,"[39.44274865444781, -0.3673707598151365]",pills
33,24185,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES BENICALAPECH,724024.61,4375146.98,3424,42750,S/N,963385214.0,"{""coordinates"": [-0.39472074293148945, 39.49677185655725], ""type"": ""Point""}","39.49677185655725, -0.39472074293148945",mayores,"[39.49677185655725, -0.39472074293148945]",pills
34,24275,CLUB DE JUBILADOS Y PENSIONISTAS JESÚS-FINCA ROJA,724646.811,4371511.427,3503,22020,80,963325196.0,"{""coordinates"": [-0.38871669514142254, 39.46388508953769], ""type"": ""Point""}","39.46388508953769, -0.38871669514142254",mayores,"[39.46388508953769, -0.38871669514142254]",pills
35,24284,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES SALVADOR ALLENDE,725913.11487225,4375003.98482929,3463,20010,5,962084375.0,"{""coordinates"": [-0.37282849331887025, 39.49499069847438], ""type"": ""Point""}","39.49499069847438, -0.37282849331887025",mayores,"[39.49499069847438, -0.37282849331887025]",pills
37,24337,RESIDENCIA TERCERA EDAD NUESTRA SEÑORA DEL PUIG,726982.444,4373709.047,6794,22050,5,963601081.0,"{""coordinates"": [-0.3608464636140173, 39.483053383615065], ""type"": ""Point""}","39.483053383615065, -0.3608464636140173",mayores,"[39.483053383615065, -0.3608464636140173]",user-injured
40,24380,SERMEN. SERVICIOS DE ENFERMERIA Y MEDICINA LAPEÑA,729232.01,4367034.79,10003,81262,S/N,96.0,"{""coordinates"": [-0.33700808450898384, 39.42238268351148], ""type"": ""Point""}","39.42238268351148, -0.33700808450898384",mayores,"[39.42238268351148, -0.33700808450898384]",user-injured
41,24385,INICIATIVA SOCIAL INTEGRAL PER AL BENESTAR S.L.U,725417.756,4372267.123,9649,8790,37,963945113.0,"{""coordinates"": [-0.37950874244400434, 39.47048574851441], ""type"": ""Point""}","39.47048574851441, -0.37950874244400434",mayores,"[39.47048574851441, -0.37950874244400434]",user-injured
42,24387,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES HORNO ALCEDO,725931.43221329,4368082.93730369,3443,64540,2,963759587.0,"{""coordinates"": [-0.37495877715867454, 39.432688491666674], ""type"": ""Point""}","39.432688491666674, -0.37495877715867454",mayores,"[39.432688491666674, -0.37495877715867454]",user-injured
43,24388,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES MALVARROSA,729686.44823492,4373420.35977376,3451,9420,40,963725700.0,"{""coordinates"": [-0.3295379450710325, 39.4797373761032], ""type"": ""Point""}","39.4797373761032, -0.3295379450710325",mayores,"[39.4797373761032, -0.3295379450710325]",user-injured
44,24391,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES ARRANCAPINS,725038.47,4371930.74,3472,36000,S/N,963222305.0,"{""coordinates"": [-0.384027098955287, 39.46755717891182], ""type"": ""Point""}","39.46755717891182, -0.384027098955287",mayores,"[39.46755717891182, -0.384027098955287]",user-injured
46,24418,AMMCOVA - ASOCIACIÓN DE MUJERES MASTECTOMIZADAS (Y AFECTADAS DE CÁNCER DE MAMA) DE LA COMUNIDAD VALENCIANA,725814.446,4372026.568,1447,0,100,963523696.0,"{""coordinates"": [-0.3749831569399374, 39.46821649995567], ""type"": ""Point""}","39.46821649995567, -0.3749831569399374","['mayores', 'mujer']","[39.46821649995567, -0.3749831569399374]",user-injured
47,24434,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES EL PALMAR,731279.28807027,4354545.53144871,3434,17700,15,961620066.0,"{""coordinates"": [-0.3175562920593044, 39.309421725435286], ""type"": ""Point""}","39.309421725435286, -0.3175562920593044",mayores,"[39.309421725435286, -0.3175562920593044]",user-injured
48,24437,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES FUENSANTA,723034.52,4371764.2,3437,80370,S/N,962084679.0,"{""coordinates"": [-0.4073553461163953, 39.46657953828556], ""type"": ""Point""}","39.46657953828556, -0.4073553461163953",mayores,"[39.46657953828556, -0.4073553461163953]",user-injured
49,24446,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES VIRGEN DE LOS DESAMPARADOS,723937.74227088,4371708.26002845,3466,51420,S/N,962084692.0,"{""coordinates"": [-0.3968848336811509, 39.46584156819919], ""type"": ""Point""}","39.46584156819919, -0.3968848336811509",mayores,"[39.46584156819919, -0.3968848336811509]",user-injured
50,21870,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES SANT MARCEL.LÍ,724623.27,4369162.24,3651,67020,S/N,962082883.0,"{""coordinates"": [-0.389780327197617, 39.442745512539155], ""type"": ""Point""}","39.442745512539155, -0.389780327197617",mayores,"[39.442745512539155, -0.389780327197617]",user-injured
51,21878,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES SAN ISIDRO,723275.42128116,4370277.81527797,3464,81020,S/N,963574205.0,"{""coordinates"": [-0.4050549020161039, 39.45313762003289], ""type"": ""Point""}","39.45313762003289, -0.4050549020161039",mayores,"[39.45313762003289, -0.4050549020161039]",user-injured
52,21887,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES NOU BENICALAP,724700.734,4374853.063,9583,33210,33,962083611.0,"{""coordinates"": [-0.3869645247487299, 39.49394984150769], ""type"": ""Point""}","39.49394984150769, -0.3869645247487299",mayores,"[39.49394984150769, -0.3869645247487299]",user-injured
53,21917,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES EL CARMEN,725353.49,4373176.37,3433,4770,S/N,962084790.0,"{""coordinates"": [-0.379947881245084, 39.47868688597581], ""type"": ""Point""}","39.47868688597581, -0.379947881245084",mayores,"[39.47868688597581, -0.379947881245084]",user-injured
54,21925,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES BENIMÀMET,721980.26,4375630.66,3426,42810,S/N,963479497.0,"{""coordinates"": [-0.4183114494297648, 39.50165575179118], ""type"": ""Point""}","39.50165575179118, -0.4183114494297648",mayores,"[39.50165575179118, -0.4183114494297648]",user-injured
55,21932,CLUB DE JUBILADOS Y PENSIONISTAS BENICALAP,724449.226,4374448.81,3473,38940,33,963400529.0,"{""coordinates"": [-0.39002260586210796, 39.49037674344338], ""type"": ""Point""}","39.49037674344338, -0.39002260586210796",mayores,"[39.49037674344338, -0.39002260586210796]",user-injured
56,21933,CLUB DE JUBILADOS Y PENSIONISTAS LA PAZ,725326.609,4374535.087,3507,53640,62,963323678.0,"{""coordinates"": [-0.37980089308195997, 39.49092394550274], ""type"": ""Point""}","39.49092394550274, -0.37980089308195997",mayores,"[39.49092394550274, -0.37980089308195997]",user-injured
57,21937,FEDERACIÓN PROVINCIAL DE ASOCIACIONES DEMOCRÁTICAS DE JUBILADOS Y PENSIONISTAS-UDP,725684.186,4372037.409,1536,20670,12,963529340.0,"{""coordinates"": [-0.37649222981354596, 39.4683482415897], ""type"": ""Point""}","39.4683482415897, -0.37649222981354596",mayores,"[39.4683482415897, -0.37649222981354596]",user-injured
58,23484,CENTRO RESIDENCIAL DE TERCERA EDAD LA SEU,726094.521,4372818.644,3468,33960,21,963921653.0,"{""coordinates"": [-0.3714621370632839, 39.4752725587882], ""type"": ""Point""}","39.4752725587882, -0.3714621370632839",mayores,"[39.4752725587882, -0.3714621370632839]",user-injured
60,23547,CVIDA. ASOCIACIÓN PARA EL CUIDADO DE LA CALIDAD DE VIDA,729363.79,4373327.76,9595,75150,S/N,963879159.0,"{""coordinates"": [-0.33331735667516627, 39.47898994947147], ""type"": ""Point""}","39.47898994947147, -0.33331735667516627",mayores,"[39.47898994947147, -0.33331735667516627]",user-injured
61,23548,CENTRO DE DÍA PARA PERSONAS MAYORES DEPENDIENTES GERISER BULEVAR,723375.149,4370197.422,9577,81020,28,963587253.0,"{""coordinates"": [-0.40392385896271105, 39.452388110337814], ""type"": ""Point""}","39.452388110337814, -0.40392385896271105",mayores,"[39.452388110337814, -0.40392385896271105]",user-injured
63,23554,AULAS TERCERA EDAD GRAO,728737.535,4371537.044,9539,38610,6,963363695.0,"{""coordinates"": [-0.3412051151957733, 39.46303860390333], ""type"": ""Point""}","39.46303860390333, -0.3412051151957733",mayores,"[39.46303860390333, -0.3412051151957733]",user-injured
64,23666,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES MALILLA,725721.67576619,4370564.56566391,3540,40170,18,963343455.0,"{""coordinates"": [-0.37655495971425257, 39.45508109519492], ""type"": ""Point""}","39.45508109519492, -0.37655495971425257",mayores,"[39.45508109519492, -0.37655495971425257]",user-injured
65,23674,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES PARE JOFRE,724500.474,4370841.675,7841,81167,3,961333964.0,"{""coordinates"": [-0.3906413279352017, 39.457894637344666], ""type"": ""Point""}","39.457894637344666, -0.3906413279352017",mayores,"[39.457894637344666, -0.3906413279352017]",user-injured
66,23749,UNIDAD DE SERVICIOS GERONTOLÓGICOS S.L.U,724975.724,4371893.043,9681,36000,14,963363184.0,"{""coordinates"": [-0.3847684988501576, 39.46723421794073], ""type"": ""Point""}","39.46723421794073, -0.3847684988501576",mayores,"[39.46723421794073, -0.3847684988501576]",user-injured
67,23752,CLUB DE JUBILADOS Y PENSIONISTAS LA ISLA,728676.05,4372388.25,3506,41100,S/N,963561188.0,"{""coordinates"": [-0.34162740964305666, 39.47071655536613], ""type"": ""Point""}","39.47071655536613, -0.34162740964305666",mayores,"[39.47071655536613, -0.34162740964305666]",user-injured
69,23815,PEJUVEVAL. ASOCIACIÓN DE JUBILADOS Y DE PENSIONADOS DE VENEZUELA EN LA COMUNIDAD VALENCIANA,723285.132,4374685.812,10196,81588,6,645350248.0,"{""coordinates"": [-0.40346663838487956, 39.49281304776752], ""type"": ""Point""}","39.49281304776752, -0.40346663838487956","['mayores', 'migrantes']","[39.49281304776752, -0.40346663838487956]",user-injured
70,23883,CLUB DE JUBILADOS Y PENSIONISTAS DE CARPESA,725258.013,4377470.891,3497,6090,21,961853269.0,"{""coordinates"": [-0.3796048413548537, 39.51736747826168], ""type"": ""Point""}","39.51736747826168, -0.3796048413548537",mayores,"[39.51736747826168, -0.3796048413548537]",user-injured
71,23947,CLUB DE JUBILADOS Y PENSIONISTAS JESÚS-LA RAIOSA,724778.34,4370596.64,3504,73470,S/N,963774748.0,"{""coordinates"": [-0.38749735370028465, 39.45561654167152], ""type"": ""Point""}","39.45561654167152, -0.38749735370028465",mayores,"[39.45561654167152, -0.38749735370028465]",user-injured
72,23589,CENTRO DE DÍA MUNICIPAL PARA PERSONAS MAYORES DEPENDIENTES ARNICHES,,,7828,81140,12,963790742.0,"{""coordinates"": [-0.40990710092322935, 39.47221135875678], ""type"": ""Point""}","39.47221135875678, -0.40990710092322935",mayores,"[39.47221135875678, -0.40990710092322935]",user-injured
73,23660,CENTRO DE DÍA MUNICIPAL PARA PERSONAS MAYORES DEPENDIENTES LA PURÍSIMA,726789.94751723,4374407.04098351,7847,7770,20,962082665.0,"{""coordinates"": [-0.36284495630237135, 39.48938681605054], ""type"": ""Point""}","39.48938681605054, -0.36284495630237135",mayores,"[39.48938681605054, -0.36284495630237135]",user-injured
74,24077,OFICINA MUNICIPAL DE ATENCIÓN A LAS PERSONAS MAYORES - OMAM,726891.03728521,4372753.96592258,5475,5100,11,962082437.0,"{""coordinates"": [-0.36223315623839714, 39.4744807669289], ""type"": ""Point""}","39.4744807669289, -0.36223315623839714",mayores,"[39.4744807669289, -0.36223315623839714]",user-injured
75,24099,RESIDENCIA PARA PERSONAS MAYORES DEPENDIENTES CENTRO DE MAYORES EL SALER,727310.85,4370241.73,9665,81385,20,963335330.0,"{""coordinates"": [-0.35821306420414906, 39.45175726343398], ""type"": ""Point""}","39.45175726343398, -0.35821306420414906",mayores,"[39.45175726343398, -0.35821306420414906]",user-injured
76,24180,ASOCIACIÓN PRO-TERCERA EDAD-PROTEED,724649.751,4370323.765,1533,43290,30,963570858.0,"{""coordinates"": [-0.3890822466170426, 39.45319385830225], ""type"": ""Point""}","39.45319385830225, -0.3890822466170426",mayores,"[39.45319385830225, -0.3890822466170426]",user-injured
77,24234,CENTRO DE DÍA ALBORS,723829.099,4371427.123,9569,81149,12,962061600.0,"{""coordinates"": [-0.3982408089765921, 39.4633392160375], ""type"": ""Point""}","39.4633392160375, -0.3982408089765921",mayores,"[39.4633392160375, -0.3982408089765921]",user-injured
78,24285,RESIDENCIA AZAHAR,724483.934,4369630.34,6778,25080,10,963580058.0,"{""coordinates"": [-0.39124061990664, 39.4469953678527], ""type"": ""Point""}","39.4469953678527, -0.39124061990664",mayores,"[39.4469953678527, -0.39124061990664]",user-injured
80,24382,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES BENIFARAIG,724689.46729907,4378766.10471196,3425,30060,47,963635249.0,"{""coordinates"": [-0.3857748149096954, 39.52917473189608], ""type"": ""Point""}","39.52917473189608, -0.3857748149096954",mayores,"[39.52917473189608, -0.3857748149096954]",user-injured
81,24386,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES GIORGETA,724906.09839013,4371141.52799047,3442,33900,18,963416037.0,"{""coordinates"": [-0.38583034034913577, 39.460487846290725], ""type"": ""Point""}","39.460487846290725, -0.38583034034913577",mayores,"[39.460487846290725, -0.38583034034913577]",user-injured
82,24436,RESIDENCIA DE 3ª EDAD SAVIA-CAMPANAR,723260.927,4373381.003,9427,81645,5,961107595.0,"{""coordinates"": [-0.40418486452787294, 39.48107431217964], ""type"": ""Point""}","39.48107431217964, -0.40418486452787294",mayores,"[39.48107431217964, -0.40418486452787294]",user-injured
83,24441,CLUB DE JUBILADOS Y PENSIONISTAS DISTRITO MARÍTIMO,729556.617,4372149.377,3501,21810,6,963712061.0,"{""coordinates"": [-0.33148330430679396, 39.468332126611344], ""type"": ""Point""}","39.468332126611344, -0.33148330430679396",mayores,"[39.468332126611344, -0.33148330430679396]",user-injured
84,23592,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES LA TORRE,724360.07340094,4368225.03542788,3448,10290,9,963963248.0,"{""coordinates"": [-0.393150532576662, 39.43437803158036], ""type"": ""Point""}","39.43437803158036, -0.393150532576662",mayores,"[39.43437803158036, -0.393150532576662]",user-injured
85,23602,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES BENIMACLET,727142.2898973,4374780.55413469,7840,26820,87,962083634.0,"{""coordinates"": [-0.3586246337317823, 39.49265584043699], ""type"": ""Point""}","39.49265584043699, -0.3586246337317823",mayores,"[39.49265584043699, -0.3586246337317823]",user-injured
86,23657,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES TRINITAT,726073.25031168,4373743.8205764,7351,20520,1,963278293.0,"{""coordinates"": [-0.37139552851261365, 39.48360576369089], ""type"": ""Point""}","39.48360576369089, -0.37139552851261365",mayores,"[39.48360576369089, -0.37139552851261365]",user-injured
87,23664,INFOCIUDAD - SERCOVAL. GRUPO SERCOVAL,726697.83110733,4373758.77212331,6772,17790,S/N,963555233.0,"{""coordinates"": [-0.36413550009304196, 39.483575999792116], ""type"": ""Point""}","39.483575999792116, -0.36413550009304196","['mayores', 'toda_poblacion']","[39.483575999792116, -0.36413550009304196]",user-injured
88,23665,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES PINEDO,729247.21513216,4366954.90880889,3459,58260,53,963248257.0,"{""coordinates"": [-0.33685902348078023, 39.421659661912244], ""type"": ""Point""}","39.421659661912244, -0.33685902348078023",mayores,"[39.421659661912244, -0.33685902348078023]",user-injured
89,23678,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES POBLE NOU,724915.74,4376006.59,3460,49500,205,963666689.0,"{""coordinates"": [-0.3840771958538934, 39.50427672391753], ""type"": ""Point""}","39.50427672391753, -0.3840771958538934",mayores,"[39.50427672391753, -0.3840771958538934]",user-injured
91,23887,CENTRO DE TERCERA EDAD CABAÑAL,729523.339,4372580.683,3418,58530,4,963718011.0,"{""coordinates"": [-0.3317213726937779, 39.47222311438202], ""type"": ""Point""}","39.47222311438202, -0.3317213726937779",mayores,"[39.47222311438202, -0.3317213726937779]",user-injured
92,23945,GESTIÓN GERONTOLÓGICA NUEVO AMANECER S.L. (AMA),724871.629,4371225.198,9642,33900,14,963803685.0,"{""coordinates"": [-0.38620241135668787, 39.461249983024175], ""type"": ""Point""}","39.461249983024175, -0.38620241135668787",mayores,"[39.461249983024175, -0.38620241135668787]",user-injured
93,23604,CENTRO DE DÍA MUNICIPAL PARA PERSONAS MAYORES DEPENDIENTES LA AMISTAD,727860.23523247,4372542.5714549,7829,77940,12,962082746.0,"{""coordinates"": [-0.3510490326478857, 39.47232195994289], ""type"": ""Point""}","39.47232195994289, -0.3510490326478857",mayores,"[39.47232195994289, -0.3510490326478857]",user-injured
94,24031,ASOCIACIÓN DE FAMILIARES DE ENFERMOS DE ALZHEIMER DE VALENCIA - AFAV,724188.998,4374453.179,1402,81756,6,963587958.0,"{""coordinates"": [-0.3930442228615234, 39.49048393452461], ""type"": ""Point""}","39.49048393452461, -0.3930442228615234","['mayores', 'toda_poblacion']","[39.49048393452461, -0.3930442228615234]",user-injured
95,24113,CLUB DE JUBILADOS Y PENSIONISTAS MONTEOLIVETE,727041.191,4370986.995,3508,34080,11,963953886.0,"{""coordinates"": [-0.3610904655823802, 39.458536570453425], ""type"": ""Point""}","39.458536570453425, -0.3610904655823802",mayores,"[39.458536570453425, -0.3610904655823802]",user-injured
96,24170,RESIDENCIA L'ACOLLIDA-PARROQUIA ESPIRITU SANTO,728889.06,4372338.96,6789,21420,S/N,963722337.0,"{""coordinates"": [-0.33917049324433457, 39.47021632382146], ""type"": ""Point""}","39.47021632382146, -0.33917049324433457",mayores,"[39.47021632382146, -0.33917049324433457]",user-injured
97,21875,CENTRO DE DÍA PARA PERSONAS MAYORES DEPENDIENTES BON DIA,726491.68,4370777.57,9576,62280,S/N,963958708.0,"{""coordinates"": [-0.3675422244002233, 39.45679618998838], ""type"": ""Point""}","39.45679618998838, -0.3675422244002233",mayores,"[39.45679618998838, -0.3675422244002233]",user-injured
98,21876,S.T. SERVICIOS DE TELEASISTENCIA,727326.778,4372462.209,9449,81310,30,963378370.0,"{""coordinates"": [-0.35727184247994564, 39.47173967461125], ""type"": ""Point""}","39.47173967461125, -0.35727184247994564",mayores,"[39.47173967461125, -0.35727184247994564]",user-injured
99,21885,CENTRO DE DÍA ABASTOS,724717.182,4371633.166,7398,22020,68,963380711.0,"{""coordinates"": [-0.3878585090094927, 39.464962528504806], ""type"": ""Point""}","39.464962528504806, -0.3878585090094927",mayores,"[39.464962528504806, -0.3878585090094927]",user-injured
101,21899,CENTRO DE DÍA PARA PERSONAS MAYORES DEPENDIENTES ASSOCIACIÓ INTEGRAL DE MALALTS MAJORS DE CARPESA,725485.006,4377561.258,9575,70650,14,961858916.0,"{""coordinates"": [-0.37693624306877904, 39.51812134839993], ""type"": ""Point""}","39.51812134839993, -0.37693624306877904",mayores,"[39.51812134839993, -0.37693624306877904]",user-injured
102,21903,AVIM-CV. ASOCIACIÓN VOLUNTARIOS INFORMÁTICA MAYORES COMUNIDAD VALENCIANA,725251.693,4373024.616,9548,67530,8,963926216.0,"{""coordinates"": [-0.38118153762120144, 39.47734755951508], ""type"": ""Point""}","39.47734755951508, -0.38118153762120144",mayores,"[39.47734755951508, -0.38118153762120144]",user-injured
103,21909,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES SANT PAU,723710.58465071,4372929.61907588,3659,81251,S/N,963265781.0,"{""coordinates"": [-0.39911324782473295, 39.476894474324816], ""type"": ""Point""}","39.476894474324816, -0.39911324782473295",mayores,"[39.476894474324816, -0.39911324782473295]",user-injured
104,21914,CENTRO DE DÍA PARA PERSONAS MAYORES DEPENDIENTES ALDEBARÁN,725168.199,4373032.765,9574,23880,6,963917118.0,"{""coordinates"": [-0.38214855289651833, 39.47744276086263], ""type"": ""Point""}","39.47744276086263, -0.38214855289651833",mayores,"[39.47744276086263, -0.38214855289651833]",user-injured
105,21915,CENTRO GERIÁTRICO SAN JUAN,723741.245,4373016.682,10009,81156,30,963272347.0,"{""coordinates"": [-0.3987279230855406, 39.47767018351867], ""type"": ""Point""}","39.47767018351867, -0.3987279230855406",mayores,"[39.47767018351867, -0.3987279230855406]",user-injured
106,21916,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES CAMPANAR,723877.21,4373412.09,3428,25830,S/N,962082895.0,"{""coordinates"": [-0.39701597708512415, 39.48119403086665], ""type"": ""Point""}","39.48119403086665, -0.39701597708512415",mayores,"[39.48119403086665, -0.39701597708512415]",user-injured
107,21918,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES FUENTE DE SAN LUIS,726868.52880863,4370571.18761604,3441,81215,S/N,963737872.0,"{""coordinates"": [-0.363236635266973, 39.45483935836507], ""type"": ""Point""}","39.45483935836507, -0.363236635266973",mayores,"[39.45483935836507, -0.363236635266973]",user-injured
108,21919,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES ORRIOLS,726100.78498325,4375152.99395033,3456,68370,3,962084665.0,"{""coordinates"": [-0.37059764493554653, 39.49628262385583], ""type"": ""Point""}","39.49628262385583, -0.37059764493554653",mayores,"[39.49628262385583, -0.37059764493554653]",user-injured
109,21926,"INSTITUTO GERIÁTRICO VALENCIANO, S.L",729609.33,4373793.738,9598,81176,60,963563122.0,"{""coordinates"": [-0.33030507720399543, 39.483118662658796], ""type"": ""Point""}","39.483118662658796, -0.33030507720399543",mayores,"[39.483118662658796, -0.33030507720399543]",user-injured
110,21975,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES CASTELLAR-OLIVERAL,726969.8,4367632.6,3429,81441,1,963960430.0,"{""coordinates"": [-0.363059143421506, 39.42836212761404], ""type"": ""Point""}","39.42836212761404, -0.363059143421506",mayores,"[39.42836212761404, -0.363059143421506]",user-injured
111,21981,CLUB DE JUBILADOS Y PENSIONISTAS DE BENIMACLET,727170.605,4374004.106,3474,74430,22,963627284.0,"{""coordinates"": [-0.35856033027670314, 39.485659552395184], ""type"": ""Point""}","39.485659552395184, -0.35856033027670314",mayores,"[39.485659552395184, -0.35856033027670314]",user-injured
112,21982,FUNDACION DE XIQUET A MAJOR COMUNITAT VALENCIANA,724656.282,4371655.936,10007,57300,38,902365065.0,"{""coordinates"": [-0.38855806330153086, 39.46518338086568], ""type"": ""Point""}","39.46518338086568, -0.38855806330153086","['mayores', 'toda_poblacion']","[39.46518338086568, -0.38855806330153086]",user-injured
113,22001,CLUB DE JUBILADOS Y PENSIONISTAS PATRAIX,724462.779,4371322.06,3509,81329,8,963803555.0,"{""coordinates"": [-0.3909174840017929, 39.462228543960485], ""type"": ""Point""}","39.462228543960485, -0.3909174840017929",mayores,"[39.462228543960485, -0.3909174840017929]",user-injured
