,OBJECTID,equipamien,x,y,identifica,codvia,numportal,telefono,geo_shape,geo_point_2d,grupo,geo_shape_2d,icono
55,24149,ASOCIACIÓN ENTREIGUALES VALENCIA,725336.929,4372419.719,9736,65220,8,692221879.0,"{""coordinates"": [-0.38039589519308664, 39.4718804570052], ""type"": ""Point""}","39.4718804570052, -0.38039589519308664",migrantes,"[39.4718804570052, -0.38039589519308664]",user-injured
56,24206,CENTRO CULTURAL ISLÁMICO DE VALENCIA,727651.91150622,4373208.88463105,3406,6870,17-19-21,624014666.0,"{""coordinates"": [-0.3518967079951889, 39.48022589656336], ""type"": ""Point""}","39.48022589656336, -0.3518967079951889","['migrantes', 'toda_poblacion']","[39.48022589656336, -0.3518967079951889]",user-injured
57,24209,ASOCIACIÓN BENKA. ALTO CONSEJO DE LOS MALIENSES EN COMUNIDAD VALENCIANA,725717.703,4371312.213,9709,12390,8,632572439.0,"{""coordinates"": [-0.3763482829123363, 39.46181184356243], ""type"": ""Point""}","39.46181184356243, -0.3763482829123363",migrantes,"[39.46181184356243, -0.3763482829123363]",user-injured
58,24210,ARGENTINAS Y ARGENTINOS EN VALENCIA. AGRUPACIÓN MARTÍN FIERRO,725836.92,4371131.072,9730,41850,24,658384859.0,"{""coordinates"": [-0.3750252056544685, 39.46015010283958], ""type"": ""Point""}","39.46015010283958, -0.3750252056544685",migrantes,"[39.46015010283958, -0.3750252056544685]",user-injured
59,24212,ACCEM,724630.359,4371217.269,9458,50640,9,963673994.0,"{""coordinates"": [-0.35051510098097044, 39.500382042228395], ""type"": ""Point""}","39.500382042228395, -0.35051510098097044","['migrantes', 'sin_hogar']","[39.500382042228395, -0.35051510098097044]",user-injured
60,24213,ASOCIACIÓN SUFLET ROMANESC ALMA RUMANA,726275.831,4375104.314,9729,23100,20,647294995.0,"{""coordinates"": [-0.368580520752438, 39.49579841240344], ""type"": ""Point""}","39.49579841240344, -0.368580520752438",migrantes,"[39.49579841240344, -0.368580520752438]",user-injured
61,24232,RESIDENCIA DE ESTUDIANTES Y TRABAJADORAS ESCLAVAS DE MARÍA 'JUANA MARÍA',725163.31,4372592.279,6402,8340,27,963917188.0,"{""coordinates"": [-0.38235404169039355, 39.473479139964425], ""type"": ""Point""}","39.473479139964425, -0.38235404169039355","['migrantes', 'mujer']","[39.473479139964425, -0.38235404169039355]",user-injured
62,24280,ACP.ACCIÓN CONTRA EL PARO,724429.594,4372866.779,9303,25320,11,963837171.0,"{""coordinates"": [-0.39078321856503945, 39.476141622874685], ""type"": ""Point""}","39.476141622874685, -0.39078321856503945",migrantes,"[39.476141622874685, -0.39078321856503945]",user-injured
63,24439,ASOCIACIÓN TÉCNICOS ESPECIALIZACIÓN EN LA INVESTIGACIÓN Y ESTUDIO DE LA REALIDAD LATINO AMERICANO - ATELIER,725382.252,4372906.646,1343,28740,5,963423179.0,"{""coordinates"": [-0.3797049891330678, 39.4762515071602], ""type"": ""Point""}","39.4762515071602, -0.3797049891330678","['migrantes', 'mujer']","[39.4762515071602, -0.3797049891330678]",user-injured
64,24443,SOLIDARIDAD PARA EL DESARROLLO  Y LA PAZ - SODEPAU-PV,725141.27,4372637.508,6616,15210,8,963917694.0,"{""coordinates"": [-0.3825947519370371, 39.473892020888755], ""type"": ""Point""}","39.473892020888755, -0.3825947519370371",migrantes,"[39.473892020888755, -0.3825947519370371]",user-injured
65,21849,INSTITUTO SOCIAL DEL TRABAJO - ISO,725260.17,4372605.808,5459,58140,17,963922662.0,"{""coordinates"": [-0.38122452535695417, 39.47357557177453], ""type"": ""Point""}","39.47357557177453, -0.38122452535695417","['migrantes', 'mujer']","[39.47357557177453, -0.38122452535695417]",user-injured
66,21850,JARIT ASOCIACIÓN CIVIL,725708.261,4371306.652,5379,12390,10,963805076.0,"{""coordinates"": [-0.3764598056486657, 39.46176426319199], ""type"": ""Point""}","39.46176426319199, -0.3764598056486657",migrantes,"[39.46176426319199, -0.3764598056486657]",user-injured
67,21853,PROGRAMA DE INSERCIÓN DE TRANSEÚNTES - MAMBRÉ,725434.398,4375119.665,5449,40110,9,963666492.0,"{""coordinates"": [-0.3783509408809141, 39.49615756962001], ""type"": ""Point""}","39.49615756962001, -0.3783509408809141","['migrantes', 'mujer', 'sin_hogar']","[39.49615756962001, -0.3783509408809141]",user-injured
68,21907,CENTRO DE DOCUMENTACIÓN Y SOLIDARIDAD CON AMÉRICA LATINA Y AFRICA - CEDSALA,725336.929,4372419.719,3313,65220,8,963916702.0,"{""coordinates"": [-0.38039589519308664, 39.4718804570052], ""type"": ""Point""}","39.4718804570052, -0.38039589519308664",migrantes,"[39.4718804570052, -0.38039589519308664]",user-injured
69,21931,ASOCIACIÓN LA CASA GRANDE DE VALENCIA,725496.907,4375104.795,1503,14460,8,963463374.0,"{""coordinates"": [-0.37762975023469764, 39.496007334592385], ""type"": ""Point""}","39.496007334592385, -0.37762975023469764","['migrantes', 'mujer', 'sin_hogar']","[39.496007334592385, -0.37762975023469764]",user-injured
70,21983,ESYCU. FUNDACIÓN DE LA COMUNIDAD VALENCIANA DE ESTUDIO Y CULTURA,727422.013,4373509.926,9612,40650,23,963390533.0,"{""coordinates"": [-0.3558085560434731, 39.481145020477186], ""type"": ""Point""}","39.481145020477186, -0.3558085560434731","['migrantes', 'mujer']","[39.481145020477186, -0.3558085560434731]",user-injured
71,23442,O.N.G.D. ASKAN WI,724868.154,4370658.471,9487,31080,6,963420036.0,"{""coordinates"": [-0.3864336752475612, 39.456149639371745], ""type"": ""Point""}","39.456149639371745, -0.3864336752475612",migrantes,"[39.456149639371745, -0.3864336752475612]",user-injured
72,23623,ARACOVA. ASOCIACION DE REFUGIADOS Y AISLADOS EN LA COMUNIDAD VALENCIANA,723661.391,4371606.122,2032,0,6,963925444.0,"{""coordinates"": [-0.4001455240516171, 39.46492262805519], ""type"": ""Point""}","39.46492262805519, -0.4001455240516171",migrantes,"[39.46492262805519, -0.4001455240516171]",user-injured
73,23656,DIRECCIÓN GENERAL DE COOPERACIÓN AL DESARROLLO Y RELACIONES EXTERNAS,723311.32,4372414.7,3696,17160,77,961926867.0,"{""coordinates"": [-0.4039231221696572, 39.4723631737866], ""type"": ""Point""}","39.4723631737866, -0.4039231221696572",migrantes,"[39.4723631737866, -0.4039231221696572]",user-injured
74,23769,CONSORCIO DE ENTIDADES PARA LA ACCIÓN INTEGRAL CON MIGRANTES - CEPAIM,724774.088,4371078.639,3897,46020,16,963925302.0,"{""coordinates"": [-0.38738442974824594, 39.459956236705665], ""type"": ""Point""}","39.459956236705665, -0.38738442974824594",migrantes,"[39.459956236705665, -0.38738442974824594]",user-injured
75,23785,CENTRO DE ATENCIÓN A LA INMIGRACIÓN - CAI,725316.72234243,4373179.63830049,3657,61350,s/n,962087423.0,"{""coordinates"": [-0.38037385924730505, 39.47872591868748], ""type"": ""Point""}","39.47872591868748, -0.38037385924730505",migrantes,"[39.47872591868748, -0.38037385924730505]",user-injured
76,23802,AGRUPACIÓN CEIBA,723651.851,4371970.785,9707,5490,2,666242983.0,"{""coordinates"": [-0.4001169099062238, 39.46827896260815], ""type"": ""Point""}","39.46827896260815, -0.4001169099062238",migrantes,"[39.46827896260815, -0.4001169099062238]",user-injured
78,23834,CITE PV. CENTRO DE INFORMACIÓN PARA TRABAJADORES/AS MIGRANTES - CITMI,725978.609,4372877.202,3410,52050,5,963925696.0,"{""coordinates"": [-0.37278854202497513, 39.475830090277654], ""type"": ""Point""}","39.475830090277654, -0.37278854202497513",migrantes,"[39.475830090277654, -0.37278854202497513]",user-injured
79,23994,ASAPECHAVAE. ASOCIACIÓN DE AFECTADOS POR LA ENFERMEDAD DEL CHAGAS. VOLUNTARIOS Y AMIGOS VALENCIA,724526.648,4372373.053,9732,39960,37,963366386.0,"{""coordinates"": [-0.3898221606641106, 39.47167215571391], ""type"": ""Point""}","39.47167215571391, -0.3898221606641106",migrantes,"[39.47167215571391, -0.3898221606641106]",user-injured
80,24019,"SARIRI, INTERCULTURAL",725717.703,4371312.213,10177,12390,8,963222483.0,"{""coordinates"": [-0.3763482829123363, 39.46181184356243], ""type"": ""Point""}","39.46181184356243, -0.3763482829123363",migrantes,"[39.46181184356243, -0.3763482829123363]",user-injured
81,24039,CENTRO DE INTERNAMIENTO DE EXTRANJEROS,726463.878,4370768.501,3407,78030,52-54,963351100.0,"{""coordinates"": [-0.36786807414353084, 39.45672189817812], ""type"": ""Point""}","39.45672189817812, -0.36786807414353084",migrantes,"[39.45672189817812, -0.36786807414353084]",user-injured
82,24055,ACOLVALLE. ASOCIACIÓN DE COLOMBIANOS CASA DEL VALLE DEL CAUCA,724290.235,4372003.266,9461,40290,5,963293922.0,"{""coordinates"": [-0.3926921699405658, 39.46840523815243], ""type"": ""Point""}","39.46840523815243, -0.3926921699405658",migrantes,"[39.46840523815243, -0.3926921699405658]",user-injured
83,24061,ASOCIACIÓN DE CUBANOS RESIDENTES EN VALENCIA CAGUAIRAN,724825.561,4372701.549,9741,12030,25,96.0,"{""coordinates"": [-0.3862398931111792, 39.474550997354825], ""type"": ""Point""}","39.474550997354825, -0.3862398931111792",migrantes,"[39.474550997354825, -0.3862398931111792]",user-injured
84,24069,ASOCIACIÓN WAYRURO CULTURAL PERUANA,725766.679,4374835.636,9745,70530,13,963297195.0,"{""coordinates"": [-0.37458677565432913, 39.49351382630781], ""type"": ""Point""}","39.49351382630781, -0.37458677565432913",migrantes,"[39.49351382630781, -0.37458677565432913]",user-injured
85,24073,OFICINA DE EXTRANJERÍA - SEDE 3,725649.86,4374312.334,9890,62610,116,963079800.0,"{""coordinates"": [-0.37589400010085045, 39.48915600008971], ""type"": ""Point""}","39.48915600008971, -0.37589400010085045",migrantes,"[39.48915600008971, -0.37589400010085045]",user-injured
86,24119,ARI-PERÚ. ASOCIACIÓN DE REFUGIADOS E INMIGRANTES PERUANOS,725389.089,4373916.651,9482,24600,3,661239640.0,"{""coordinates"": [-0.37928417959982164, 39.48534093901518], ""type"": ""Point""}","39.48534093901518, -0.37928417959982164",migrantes,"[39.48534093901518, -0.37928417959982164]",user-injured
87,24126,FUNDACIÓN AGRICULTORES SOLIDARIOS,725867.819,4372586.736,9465,46080,3,647587928.0,"{""coordinates"": [-0.37417367069847984, 39.47324465030839], ""type"": ""Point""}","39.47324465030839, -0.37417367069847984",migrantes,"[39.47324465030839, -0.37417367069847984]",user-injured
88,24139,VALENCIA ACOGE,725955.282,4374635.863,6723,62610,254,963660168.0,"{""coordinates"": [-0.37082700016558684, 39.49634699969861], ""type"": ""Point""}","39.49634699969861, -0.37082700016558684",migrantes,"[39.49634699969861, -0.37082700016558684]",user-injured
89,24148,VENENVAL SOLIDARIA. VENEZOLANOS EN VALENCIA,725260.17,4372605.808,9684,58140,17,641475489.0,"{""coordinates"": [-0.38122452535695417, 39.47357557177453], ""type"": ""Point""}","39.47357557177453, -0.38122452535695417",migrantes,"[39.47357557177453, -0.38122452535695417]",user-injured
90,24161,"TARPURISUN - SEMBREMOS, AMIGOS DE AREQUIPA. PERÚ",724784.7,4373402.931,6621,47760,11,646114059.0,"{""coordinates"": [-0.386478059784143, 39.48087496560426], ""type"": ""Point""}","39.48087496560426, -0.386478059784143","['migrantes', 'mujer']","[39.48087496560426, -0.386478059784143]",user-injured
93,24201,ASOCIACIÓN DE INMIGRANTES LIBERIANOS DE LA COMUNIDAD VALENCIANA,723394.176,4372116.73,9708,18390,106,617624963.0,"{""coordinates"": [-0.4030605479749877, 39.46965957343805], ""type"": ""Point""}","39.46965957343805, -0.4030605479749877",migrantes,"[39.46965957343805, -0.4030605479749877]",user-injured
94,24203,AAREVA. ASOCIACIÓN DE ANGOLANOS RESIDENTES EN VALENCIA,725872.653,4374719.036,9751,62610,172,657522857.0,"{""coordinates"": [-0.3733951525920005, 39.49243647307193], ""type"": ""Point""}","39.49243647307193, -0.3733951525920005",migrantes,"[39.49243647307193, -0.3733951525920005]",user-injured
95,24244,RUMIÑAHUI. ASOCIACIÓN HISPANOECUATORIANA PARA LA COLABORACIÓN AL DESARROLLO,727390.367,4373945.109,9672,45120,9,963890105.0,"{""coordinates"": [-0.3560277084424678, 39.485070463342915], ""type"": ""Point""}","39.485070463342915, -0.3560277084424678",migrantes,"[39.485070463342915, -0.3560277084424678]",user-injured
96,24330,ASOCIACIÓN ORRIOLS CONVIVE,726232.393,4374878.24,10145,6870,34,961336003.0,"{""coordinates"": [-0.36916192923790503, 39.493774932598285], ""type"": ""Point""}","39.493774932598285, -0.36916192923790503","['migrantes', 'mujer', 'toda_poblacion']","[39.493774932598285, -0.36916192923790503]",user-injured
97,24331,ASOCIACIÓN PARA LA AYUDA AL DESARROLLO EN ÁFRICA,729473.899,4370306.816,10165,76140,6,632399669.0,"{""coordinates"": [-0.3330773385210683, 39.45176954998999], ""type"": ""Point""}","39.45176954998999, -0.3330773385210683",migrantes,"[39.45176954998999, -0.3330773385210683]",user-injured
98,24342,AESCO. ASOCIACIÓN AMÉRICA ESPAÑA SOLIDARIDAD Y COOPERACIÓN,724262.192,4371281.479,9463,81167,4,963943005.0,"{""coordinates"": [-0.3908790003987048, 39.45795300011495], ""type"": ""Point""}","39.45795300011495, -0.3908790003987048",migrantes,"[39.45795300011495, -0.3908790003987048]",user-injured
99,24345,ASBOLES-VA. ASOCIACIÓN DE BOLIVIANOS EN ESPAÑA SEDE VALENCIA,725260.17,4372605.808,9485,58140,17,631112127.0,"{""coordinates"": [-0.38122452535695417, 39.47357557177453], ""type"": ""Point""}","39.47357557177453, -0.38122452535695417",migrantes,"[39.47357557177453, -0.38122452535695417]",user-injured
0,21990,FEDERACIÓN AUTONÓMICA DE ASOCIACIONES GITANAS DE LA COMUNIDAD VALENCIANA,725251.693,4373024.616,5439,67530,8,963307242.0,"{""coordinates"": [-0.38118153762120144, 39.47734755951508], ""type"": ""Point""}","39.47734755951508, -0.38118153762120144","['minorias_etnicas', 'mujer']","[39.47734755951508, -0.38118153762120144]",pills
1,23672,FUNDACIÓN SECRETARIADO GITANO,727767.45,4372606.95,9635,19770,S/N,963696994.0,"{""coordinates"": [-0.3521046119426803, 39.47292599200031], ""type"": ""Point""}","39.47292599200031, -0.3521046119426803",minorias_etnicas,"[39.47292599200031, -0.3521046119426803]",pills
2,22018,ASOCIACIÓN DE APOYO FAMILIAR Y JUVENIL MÁS QUE PALABRAS,727138.586,4373879.236,9860,63960,39,696836377.0,"{""coordinates"": [-0.3589748070136611, 39.48454405043255], ""type"": ""Point""}","39.48454405043255, -0.3589748070136611",mujer,"[39.48454405043255, -0.3589748070136611]",pills
6,23736,ASOCIACIÓN PROVINCIAL DE AMAS DE CASA Y CONSUMIDORES TYRIUS FUENTE DE SAN LUIS,726650.672,4369393.563,9528,36810,5,963515993.0,"{""coordinates"": [-0.36616581406408044, 39.444296782106704], ""type"": ""Point""}","39.444296782106704, -0.36616581406408044",mujer,"[39.444296782106704, -0.36616581406408044]",pills
7,23737,ASOCIACIÓN MUJER AHORA,724638.36,4369405.43,2122,69090,33ac,659638233.0,"{""coordinates"": [-0.38952342832671033, 39.44493067247705], ""type"": ""Point""}","39.44493067247705, -0.38952342832671033",mujer,"[39.44493067247705, -0.38952342832671033]",pills
8,23738,CENTRO DE ACOGIDA Y ORIENTACIÓN A LA MUJER,725918.536,4372058.468,3438,55920,23,963526685.0,"{""coordinates"": [-0.37376353588543626, 39.468476325256134], ""type"": ""Point""}","39.468476325256134, -0.37376353588543626",mujer,"[39.468476325256134, -0.37376353588543626]",pills
9,23740,COORDINADORA DE ORGANIZACIONES FEMENINAS CATÓLICAS,725859.63,4372714.075,3449,7650,12,963155895.0,"{""coordinates"": [-0.37422566042963296, 39.47439299534256], ""type"": ""Point""}","39.47439299534256, -0.37422566042963296",mujer,"[39.47439299534256, -0.37422566042963296]",pills
10,24131,UNIDAD DE IGUALDAD TORREFIEL - ORRIOLS,,,10361,81268,5,963211653.0,"{""coordinates"": [-0.37377000000717986, 39.49474499995894], ""type"": ""Point""}","39.49474499995894, -0.37377000000717986",mujer,"[39.49474499995894, -0.37377000000717986]",pills
12,24153,FEDERACIÓN DE MUJERES Y FAMILIARES DEL  ÁMBITO RURAL DE LA COMUNIDAD VALENCIANA - AMFAR,725013.463,4372414.594,1446,35100,79,963804606.0,"{""coordinates"": [-0.3841543282414806, 39.47191894856564], ""type"": ""Point""}","39.47191894856564, -0.3841543282414806",mujer,"[39.47191894856564, -0.3841543282414806]",pills
13,24157,CENTRO DE ACOGIDA VILLA TERESITA,,,3478,8340,14ac,963920853.0,"{""coordinates"": [-0.3826013294877778, 39.4738114681932], ""type"": ""Point""}","39.4738114681932, -0.3826013294877778",mujer,"[39.4738114681932, -0.3826013294877778]",pills
14,24226,ASOCIACIÓN DE MUJERES MAYORES ACTIVAS TRINITAT - AMAT,726358.677,4373932.398,1444,9780,2,963264780.0,"{""coordinates"": [-0.3680160615290681, 39.4852281166045], ""type"": ""Point""}","39.4852281166045, -0.3680160615290681",mujer,"[39.4852281166045, -0.3680160615290681]",pills
15,24228,ASOCIACIÓN CULTURAL 'MUJERES DE MARXALENES',724948.576,4374096.148,9496,61140,57,962059371.0,"{""coordinates"": [-0.38434067122688653, 39.48707192148157], ""type"": ""Point""}","39.48707192148157, -0.38434067122688653",mujer,"[39.48707192148157, -0.38434067122688653]",pills
16,24230,CENTRO MUJER 24 HORAS,725272.768,4372049.31,3444,35100,21,900580888.0,"{""coordinates"": [-0.3812661285953307, 39.46856312841411], ""type"": ""Point""}","39.46856312841411, -0.3812661285953307",mujer,"[39.46856312841411, -0.3812661285953307]",pills
18,24370,SEMINARI DONES GRANS,,,9692,36300,4,,"{""coordinates"": [-0.3793904996729021, 39.47569199976732], ""type"": ""Point""}","39.47569199976732, -0.3793904996729021",mujer,"[39.47569199976732, -0.3793904996729021]",pills
22,22031,CENTRO DE ASISTENCIA A VÍCTIMAS DE AGRESIONES SEXUALES - CAVAS,725049.984,4372994.935,1507,35100,102,963943069.0,"{""coordinates"": [-0.3835343662529488, 39.477133168955646], ""type"": ""Point""}","39.477133168955646, -0.3835343662529488","['mujer', 'toda_poblacion']","[39.477133168955646, -0.3835343662529488]",pills
23,23523,ASOCIACIÓN PROVINCIAL DE AMAS DE CASA Y CONSUMIDORAS TYRIUS DISTRITO MARÍTIMO,729789.984,4371951.838,9523,0,20,963515993.0,"{""coordinates"": [-0.32884128516225214, 39.46649185171002], ""type"": ""Point""}","39.46649185171002, -0.32884128516225214",mujer,"[39.46649185171002, -0.32884128516225214]",pills
24,23528,EMUME. EQUIPO ESPECIALIZADO DE MUJER Y MENOR DE LA GUARDIA CIVIL,724649.66,4371368.378,9610,13140,4,963174660.0,"{""coordinates"": [-0.3887317633422108, 39.462596724975235], ""type"": ""Point""}","39.462596724975235, -0.3887317633422108",mujer,"[39.462596724975235, -0.3887317633422108]",pills
25,23733,ALIA. ASOCIACIÓN PARA LA IGUALDAD DE OPORTUNIDADES ENTRE MUJERES Y VARONES,727590.104,4373859.865,9474,51660,16,960803590.0,"{""coordinates"": [-0.3537366973252472, 39.484250369393216], ""type"": ""Point""}","39.484250369393216, -0.3537366973252472",mujer,"[39.484250369393216, -0.3537366973252472]",pills
26,23735,ASOCIACIÓN PROVINCIAL DE AMAS DE CASA Y CONSUMIDORES TYRIUS EL PALMAR,731221.086,4354303.695,9526,33000,82,961620160.0,"{""coordinates"": [-0.3183137861204684, 39.30726050640775], ""type"": ""Point""}","39.30726050640775, -0.3183137861204684",mujer,"[39.30726050640775, -0.3183137861204684]",pills
27,23754,RUDRAKSHA. DESARROLLO DE LAS MUJERES INDIAS,724945.685,4372763.829,9606,24570,19,963322799.0,"{""coordinates"": [-0.3848237240636118, 39.47508020448263], ""type"": ""Point""}","39.47508020448263, -0.3848237240636118",mujer,"[39.47508020448263, -0.3848237240636118]",pills
31,24156,CASA CUNA SANTA ISABEL,722772.212,4371907.598,1478,16230,8,963790133.0,"{""coordinates"": [-0.4103537241941963, 39.46793828223512], ""type"": ""Point""}","39.46793828223512, -0.4103537241941963",mujer,"[39.46793828223512, -0.4103537241941963]",pills
33,24225,ASOCIACIÓN ALANNA,,,9452,81178,3,963393877.0,"{""coordinates"": [-0.35328599962160184, 39.47873399988993], ""type"": ""Point""}","39.47873399988993, -0.35328599962160184",mujer,"[39.47873399988993, -0.35328599962160184]",pills
35,24311,ASOCIACIÓN DE MUJERES DEL CENTRO DE SALUD SALVADOR ALLENDE,725543.957,4375156.245,1455,20280,63,963369250.0,"{""coordinates"": [-0.3770657131650107, 39.49645810423566], ""type"": ""Point""}","39.49645810423566, -0.3770657131650107",mujer,"[39.49645810423566, -0.3770657131650107]",pills
36,24316,ASOCIACIÓN NOVA DONA I SALUT,724492.127,4371102.811,1448,37680,6,963782137.0,"{""coordinates"": [-0.3906504276816845, 39.46024737170336], ""type"": ""Point""}","39.46024737170336, -0.3906504276816845",mujer,"[39.46024737170336, -0.3906504276816845]",pills
38,24366,GRUPO DE MUJERES MALVARROSA,729680.459,4373733.203,5443,37440,12,,"{""coordinates"": [-0.3294997475102372, 39.48255481448508], ""type"": ""Point""}","39.48255481448508, -0.3294997475102372",mujer,"[39.48255481448508, -0.3294997475102372]",user-injured
39,24417,ASOCIACIÓN DE MUJERES SEPARADAS Y DIVORCIADAS DE LA COMUNIDAD VALENCIANA,725907.052,4372968.124,1460,0,100,622219318.0,"{""coordinates"": [-0.37358884206466014, 39.47666727765186], ""type"": ""Point""}","39.47666727765186, -0.37358884206466014",mujer,"[39.47666727765186, -0.37358884206466014]",user-injured
40,21801,ASOCIACIÓN VALENCIANA VIVIR COMO ANTES,724806.109,4372414.701,1522,30000,33,963130367.0,"{""coordinates"": [-0.38656248919254976, 39.47197409427279], ""type"": ""Point""}","39.47197409427279, -0.38656248919254976",mujer,"[39.47197409427279, -0.38656248919254976]",user-injured
43,21955,AYUDA A LA MUJER INDIGENA,728491.1,4372296.923,2033,13800,90,961691584.0,"{""coordinates"": [-0.3438065343764297, 39.46994365559275], ""type"": ""Point""}","39.46994365559275, -0.3438065343764297",mujer,"[39.46994365559275, -0.3438065343764297]",user-injured
44,23524,ASOCIACIÓN DE AMAS DE CASA Y CONSUMIDORES TYRIUS CASTELLAR,726732.459,4367695.393,9500,0,20,963515993.0,"{""coordinates"": [-0.3657924979320457, 39.428989807848154], ""type"": ""Point""}","39.428989807848154, -0.3657924979320457",mujer,"[39.428989807848154, -0.3657924979320457]",user-injured
46,23739,ASSOCIACIÓ DE DONES ANTÍGONA,728950.452,4371234.396,9535,37290,15,661515838.0,"{""coordinates"": [-0.33883653302805355, 39.4602579087561], ""type"": ""Point""}","39.4602579087561, -0.33883653302805355",mujer,"[39.4602579087561, -0.33883653302805355]",user-injured
47,23742,ASOCIACIÓN PARA LA PROMOCIÓN DE LA MUJER PORTOMAR,727392.15,4373099.84,9520,21600,5ac,963604400.0,"{""coordinates"": [-0.35629529558001716, 39.47746171534862], ""type"": ""Point""}","39.47746171534862, -0.35629529558001716",mujer,"[39.47746171534862, -0.35629529558001716]",user-injured
48,23786,UNIDAD DE IGUALDAD MARÍTIMO - U.I.M.,729776.405,4372056.35,10041,2910,85,962065205.0,"{""coordinates"": [-0.3289629820978499, 39.46743616978086], ""type"": ""Point""}","39.46743616978086, -0.3289629820978499",mujer,"[39.46743616978086, -0.3289629820978499]",user-injured
49,23787,ESPAI DONES I IGUALTAT - EDI,726084.88479446,4372759.09421774,3656,33960,14,962087475.0,"{""coordinates"": [-0.3715942406139341, 39.474739075495606], ""type"": ""Point""}","39.474739075495606, -0.3715942406139341",mujer,"[39.474739075495606, -0.3715942406139341]",user-injured
51,23957,FUNDACIÓN PROYECTO VIVIR,724373.99,4372515.19,9633,36360,4ac,963857058.0,"{""coordinates"": [-0.39154727740625495, 39.472991394326044], ""type"": ""Point""}","39.472991394326044, -0.39154727740625495",mujer,"[39.472991394326044, -0.39154727740625495]",user-injured
52,24155,CASA DE LA DONA,725718.751,4371294.352,1480,12390,13,962066618.0,"{""coordinates"": [-0.3763421537891435, 39.46165079888113], ""type"": ""Point""}","39.46165079888113, -0.3763421537891435",mujer,"[39.46165079888113, -0.3763421537891435]",user-injured
55,24227,ASOCIACIÓN OBRA SOCIAL FEMENINA VIRGEN DE LOS DESAMPARADOS,725618.224,4373043.503,1466,71070,3,963912705.0,"{""coordinates"": [-0.376917974055415, 39.47742154639677], ""type"": ""Point""}","39.47742154639677, -0.376917974055415",mujer,"[39.47742154639677, -0.376917974055415]",user-injured
56,24229,ASSOCIACIÓ DONES USO DE LA COMUNITAT VALENCIANA,723893.538,4372265.906,1477,39600,9,626114462.0,"{""coordinates"": [-0.39721105073975327, 39.47087261184349], ""type"": ""Point""}","39.47087261184349, -0.39721105073975327",mujer,"[39.47087261184349, -0.39721105073975327]",user-injured
57,24231,FEDERACIÓN DE MUJERES PROGRESISTAS DE LA COMUNIDAD VALENCIANA,,,5442,0,100,963523133.0,"{""coordinates"": [-0.38334109459233295, 39.47955295919157], ""type"": ""Point""}","39.47955295919157, -0.38334109459233295",mujer,"[39.47955295919157, -0.38334109459233295]",user-injured
58,24309,ASOCIACIÓN MUJER Y CULTURA DE SAN MARCELINO,724535.57,4369609.97,1463,37140,20ac,962061564.0,"{""coordinates"": [-0.39064793877104226, 39.44679858508483], ""type"": ""Point""}","39.44679858508483, -0.39064793877104226",mujer,"[39.44679858508483, -0.39064793877104226]",user-injured
59,24314,ASSOCIACIÓ DE DONES VEÏNALS DE BENIMACLET,727244.51,4374329.47,1475,74650,42ac,963890598.0,"{""coordinates"": [-0.3575909331357803, 39.48856862132647], ""type"": ""Point""}","39.48856862132647, -0.3575909331357803",mujer,"[39.48856862132647, -0.3575909331357803]",user-injured
60,24315,CENTRO DE CULTURA POPULAR FUENSANTA,723026.31,4371764.55,3439,80370,s/n,963799607.0,"{""coordinates"": [-0.4074506117881513, 39.46658482922483], ""type"": ""Point""}","39.46658482922483, -0.4074506117881513",mujer,"[39.46658482922483, -0.4074506117881513]",user-injured
61,24317,ASOCIACIÓN DE MUJERES BAHA'IS DE VALENCIA Y PROVINCIA,728124.304,4371996.119,1452,62640,20,913881385.0,"{""coordinates"": [-0.34816907511654027, 39.46733341722713], ""type"": ""Point""}","39.46733341722713, -0.34816907511654027",mujer,"[39.46733341722713, -0.34816907511654027]",user-injured
62,24365,INTERDONA,727627.03,4372283.02,5445,67620,S/N,963690860.0,"{""coordinates"": [-0.35384592559590533, 39.470047462722086], ""type"": ""Point""}","39.470047462722086, -0.35384592559590533",mujer,"[39.470047462722086, -0.35384592559590533]",user-injured
63,24368,ASOCIACIÓN PROVINCIAL DE AMAS DE CASA Y CONSUMIDORES TYRIUS LA TORRE,724404.233,4368214.005,9529,17430,27,963515993.0,"{""coordinates"": [-0.39264164175514304, 39.43426724649446], ""type"": ""Point""}","39.43426724649446, -0.39264164175514304",mujer,"[39.43426724649446, -0.39264164175514304]",user-injured
64,24373,DIRECCIÓN GENERAL DEL INSTITUTO VALENCIANO DE LAS MUJERES Y POR LA IGUALDAD DE GÉNERO,723310.26,4372416.55,9695,17160,77,961247556.0,"{""coordinates"": [-0.40393476383892024, 39.472380134427254], ""type"": ""Point""}","39.472380134427254, -0.40393476383892024",mujer,"[39.472380134427254, -0.40393476383892024]",user-injured
65,24374,SÀLVIA. ASOCIACIÓN DE MUJERES DEL MEDIO RURAL,725932.9,4372647.565,9824,45090,22,912608802.0,"{""coordinates"": [-0.373397213464501, 39.473775098667886], ""type"": ""Point""}","39.473775098667886, -0.373397213464501",mujer,"[39.473775098667886, -0.373397213464501]",user-injured
